race,sentence,sentence_severity,sentence_severity_3,worst_crime_display,sex,wc_bucket,diff_conv_ex
White,Not sentenced,No,Probation/not sentenced/unknown,Obstruction of Justice,Female,b7,2
Black,4 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,3
Black,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,17
Black,10 to 20 years,No,Some prison sentence,Robbery,Male,b2,17
Black,20 years,No,Some prison sentence,Sexual Assault,Male,b1,22
White,Not sentenced,No,Probation/not sentenced/unknown,Murder,Male,b1,0
Black,10 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,7
White,60 days,No,Some prison sentence,Other Nonviolent Misdemeanor,Male,NA,7
White,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Female,b5,5
Black,58,No,Some prison sentence,Murder,Male,b1,26
Black,25 to Life,No,Some prison sentence,Murder,Female,b1,25
Black,30 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
Hispanic,5 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
White,120 days,No,Some prison sentence,Drug Possession or Sale,Female,b5,0
Black,4 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
Hispanic,Not sentenced,No,Probation/not sentenced/unknown,Assault,Male,b2,0
White,Not sentenced,No,Probation/not sentenced/unknown,Murder,Male,b1,3
Hispanic,Probation,No,Probation/not sentenced/unknown,Sexual Assault,Male,b1,15
Hispanic,110 days,No,Some prison sentence,Other Nonviolent Misdemeanor,Male,NA,1
White,3 1/2 to 10 years,No,Some prison sentence,Robbery,Male,b2,2
White,44 years,No,Some prison sentence,Assault,Female,b2,12
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,47
White,Death,Yes,Life in prison/death,Murder,Male,b1,17
Hispanic,25 years,No,Some prison sentence,Traffic Offense,Male,b7,10
Hispanic,Life without parole,Yes,Life in prison/death,Murder,Male,b1,9
Hispanic,Life without parole,Yes,Life in prison/death,Murder,Male,b1,9
Hispanic,12 years,No,Some prison sentence,Child Sex Abuse,Male,b2,4
Hispanic,55 years,No,Some prison sentence,Sexual Assault,Male,b1,16
Hispanic,7 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
Hispanic,15 years,No,Some prison sentence,Child Sex Abuse,Female,b2,18
Hispanic,35 years,No,Some prison sentence,Murder,Male,b1,4
White,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,6
Hispanic,20 years,No,Some prison sentence,Child Sex Abuse,Male,b2,17
Hispanic,20 to life,No,Some prison sentence,Robbery,Male,b2,15
Hispanic,20 years,No,Some prison sentence,Sexual Assault,Male,b1,8
White,10 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
Black,25 to life,No,Some prison sentence,Murder,Male,b1,34
Black,Life without parole,Yes,Life in prison/death,Child Sex Abuse,Male,b2,1
Hispanic,Not sentenced,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,1
Black,20 years,No,Some prison sentence,Murder,Male,b1,17
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,26
Hispanic,Life,Yes,Life in prison/death,Murder,Male,b1,7
Hispanic,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,1
Hispanic,3 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,1
Hispanic,12 to 18 years,No,Some prison sentence,Sexual Assault,Male,b1,13
Hispanic,55 years,No,Some prison sentence,Murder,Male,b1,15
White,Life,Yes,Life in prison/death,Arson,Male,b2,4
White,Life,Yes,Life in prison/death,Arson,Male,b2,4
Native American,38 years,No,Some prison sentence,Murder,Male,b1,16
Hispanic,17 years,No,Some prison sentence,Assault,Male,b2,6
Hispanic,6 to 18 years,No,Some prison sentence,Robbery,Male,b2,5
Black,29 years,No,Some prison sentence,Assault,Male,b2,40
White,4 years,No,Some prison sentence,Sexual Assault,Male,b1,4
Hispanic,25 to life,No,Some prison sentence,Murder,Male,b1,34
Hispanic,Not sentenced,No,Probation/not sentenced/unknown,Sexual Assault,Male,b1,1
Hispanic,Life,Yes,Life in prison/death,Murder,Male,b1,23
White,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,4
Black,70 years,No,Some prison sentence,Murder,Male,b1,29
White,4 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
White,10 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,6
White,35 years,No,Some prison sentence,Sexual Assault,Male,b1,27
White,20 years,No,Some prison sentence,Murder,Female,b1,13
Hispanic,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,4
Black,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,12
Black,12 1/2 to 25 years,No,Some prison sentence,Kidnapping,Male,b3,22
Asian,2 years,No,Some prison sentence,Sex Offender Registration,Male,b5,2
Asian,2 years,No,Some prison sentence,Sex Offender Registration,Male,b5,2
Black,1 1/2 to 4 years,No,Some prison sentence,Burglary/Unlawful Entry,Male,b4,28
White,25 to 75 years,No,Some prison sentence,Child Sex Abuse,Male,b2,2
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,18
Black,6 months,No,Some prison sentence,Fraud,Male,b6,6
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,15
Black,1 year and 6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,18
Black,8 years and 6 months,No,Some prison sentence,Weapon Possession or Sale,Male,NA,4
Black,20 to Life,No,Some prison sentence,Murder,Male,b1,19
Black,10 to 22 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,10
Black,17 years to Life,No,Some prison sentence,Murder,Male,b1,44
Black,24 years,No,Some prison sentence,Sexual Assault,Male,b1,11
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,26
White,20 years,No,Some prison sentence,Murder,Male,b1,15
Hispanic,26 to Life,No,Some prison sentence,Murder,Male,b1,12
Black,7 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,10
Black,3 years,No,Some prison sentence,Robbery,Male,b2,3
Black,35 years,No,Some prison sentence,Murder,Male,b1,15
White,6 years,No,Some prison sentence,Fraud,Male,b6,4
Black,30 years,No,Some prison sentence,Child Sex Abuse,Male,b2,24
Black,Life,Yes,Life in prison/death,Kidnapping,Male,b3,16
White,50 years,No,Some prison sentence,Sexual Assault,Male,b1,18
Black,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,17
Black,5 to 10 years,No,Some prison sentence,Sexual Assault,Male,b1,8
Black,35 years,No,Some prison sentence,Sexual Assault,Male,b1,36
White,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,18
White,Life,Yes,Life in prison/death,Murder,Male,b1,5
Black,1 year,No,Some prison sentence,Theft,Male,b4,2
White,6 years and 7 months,No,Some prison sentence,Theft,Female,b4,2
Black,45 years,No,Some prison sentence,Robbery,Male,b2,2
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,25
Black,69 years,No,Some prison sentence,Sexual Assault,Male,b1,9
Black,Life,Yes,Life in prison/death,Murder,Female,b1,4
Black,15 to Life,No,Some prison sentence,Murder,Male,b1,19
White,25 to Life,No,Some prison sentence,Murder,Male,b1,9
Black,6 years,No,Some prison sentence,Robbery,Male,b2,15
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,11
Black,Life,Yes,Life in prison/death,Murder,Male,b1,3
White,4 years,No,Some prison sentence,Child Sex Abuse,Male,b2,1
Black,Life,Yes,Life in prison/death,Murder,Male,b1,14
Black,Life,Yes,Life in prison/death,Robbery,Male,b2,16
Black,Death,Yes,Life in prison/death,Murder,Male,b1,16
Black,Life,Yes,Life in prison/death,Murder,Male,b1,32
Black,25 to Life,No,Some prison sentence,Murder,Male,b1,20
White,1 year,No,Some prison sentence,Burglary/Unlawful Entry,Male,b4,1
Black,Unknown,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,2
Black,60 to life,No,Some prison sentence,Murder,Male,b1,24
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,4
Black,22 years,No,Some prison sentence,Robbery,Male,b2,10
Black,25 years,No,Some prison sentence,Murder,Male,b1,19
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,5
White,Life,Yes,Life in prison/death,Murder,Male,b1,18
White,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,21
Black,Probation,No,Probation/not sentenced/unknown,Child Sex Abuse,Male,b2,40
Black,25 to life,No,Some prison sentence,Murder,Female,b1,15
White,60 years,No,Some prison sentence,Murder,Male,b1,14
White,14 years,No,Some prison sentence,Sexual Assault,Male,b1,6
Black,Life,Yes,Life in prison/death,Murder,Female,b1,34
Black,1 year and 6 months,No,Some prison sentence,Drug Possession or Sale,Female,b5,15
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,41
Black,Life,Yes,Life in prison/death,Murder,Male,b1,35
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,39
Black,6 years,No,Some prison sentence,"Attempt, Violent",Male,b3,5
Black,Life,Yes,Life in prison/death,Murder,Male,b1,14
White,6 years and 8 months,No,Some prison sentence,Murder,Male,b1,21
White,40 years,No,Some prison sentence,Attempted Murder,Male,b1,23
Black,15 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
White,Life,Yes,Life in prison/death,Murder,Female,b1,6
Black,2 years and 11 months to 4 years and 3 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
White,Life without parole,Yes,Life in prison/death,Murder,Female,b1,3
Black,60 years,No,Some prison sentence,Sexual Assault,Male,b1,13
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,35
White,30 years,No,Some prison sentence,Sexual Assault,Male,b1,15
Black,47 years,No,Some prison sentence,Sexual Assault,Male,b1,7
Black,30 years,No,Some prison sentence,Sexual Assault,Male,b1,19
Black,Life,Yes,Life in prison/death,Murder,Male,b1,14
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,11
Black,27 1/2 to Life,No,Some prison sentence,Murder,Male,b1,24
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,36
White,15 to 30 years,No,Some prison sentence,Murder,Female,b1,10
White,42 years,No,Some prison sentence,Child Sex Abuse,Male,b2,20
White,8 years,No,Some prison sentence,Kidnapping,Male,b3,2
White,Not sentenced,No,Probation/not sentenced/unknown,Murder,Male,b1,2
White,1 to 15 years,No,Some prison sentence,Manslaughter,Male,b1,2
White,31 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
Black,1 1/2 to 5 years,No,Some prison sentence,Possession of Stolen Property,Male,b4,1
Black,4 years,No,Some prison sentence,Child Sex Abuse,Male,b2,20
White,25 days,No,Some prison sentence,Other Nonviolent Misdemeanor,Male,NA,1
Black,15 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,3
Black,Life,Yes,Life in prison/death,Murder,Male,b1,24
Black,6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
Black,3 years and 6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
Black,20 to Life,No,Some prison sentence,Sexual Assault,Male,b1,3
Black,7 years and 8 months.,No,Some prison sentence,Drug Possession or Sale,Male,b5,4
Black,75 years,No,Some prison sentence,Murder,Male,b1,27
Black,18 to life,No,Some prison sentence,Murder,Male,b1,20
White,20 days,No,Some prison sentence,Sex Offender Registration,Male,b5,15
White,1 year and 5 months,No,Some prison sentence,Sex Offender Registration,Male,b5,2
Black,25 to Life,No,Some prison sentence,Murder,Male,b1,12
Black,60 years,No,Some prison sentence,Murder,Male,b1,24
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,16
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,19
Black,Not sentenced,No,Probation/not sentenced/unknown,Murder,Male,b1,1
White,Life,Yes,Life in prison/death,Murder,Male,b1,5
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,27
White,Life,Yes,Life in prison/death,Murder,Male,b1,19
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,11
White,50 years,No,Some prison sentence,Child Sex Abuse,Male,b2,6
Black,60 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
Black,25 years,No,Some prison sentence,Drug Possession or Sale,Female,b5,3
Native American,5 years,No,Some prison sentence,Sexual Assault,Male,b1,9
Black,5 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,10
White,6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,10
Black,63 years,No,Some prison sentence,Sexual Assault,Male,b1,27
Black,Life,Yes,Life in prison/death,Murder,Male,b1,17
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,2
White,Life,Yes,Life in prison/death,Murder,Male,b1,21
White,20 to life,No,Some prison sentence,Sexual Assault,Male,b1,22
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,5
White,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,23
Native American,Life,Yes,Life in prison/death,Murder,Male,b1,17
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,13
Black,5 years and 6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,13
White,Not sentenced,No,Probation/not sentenced/unknown,Assault,Male,b2,3
White,Life,Yes,Life in prison/death,Child Sex Abuse,Female,b2,12
Black,12 1/2 to 15 3/4 years,No,Some prison sentence,Murder,Male,b1,9
Black,4 years,No,Some prison sentence,Assault,Male,b2,2
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,3
White,Death,Yes,Life in prison/death,Murder,Male,b1,6
White,Committed to mental hospital,No,Probation/not sentenced/unknown,Sexual Assault,Male,b1,17
Black,6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
Black,8 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,14
White,30 years,No,Some prison sentence,Child Sex Abuse,Male,b2,3
Black,10 years,No,Some prison sentence,Drug Possession or Sale,Female,b5,3
Black,30 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
Black,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,4
Black,Life without parole,Yes,Life in prison/death,Attempted Murder,Male,b1,36
Black,8 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,11
Black,Death,Yes,Life in prison/death,Murder,Male,b1,35
Black,Life,Yes,Life in prison/death,Murder,Male,b1,19
Black,Death,Yes,Life in prison/death,Murder,Male,b1,26
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,29
Black,Life,Yes,Life in prison/death,Murder,Male,b1,18
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,27
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,17
Black,Probation,No,Probation/not sentenced/unknown,Sexual Assault,Male,b1,2
Black,15 years,No,Some prison sentence,Robbery,Male,b2,8
Black,Death,Yes,Life in prison/death,Murder,Male,b1,18
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,18
Black,Probation,No,Probation/not sentenced/unknown,Assault,Male,b2,18
Black,12 years,No,Some prison sentence,Child Sex Abuse,Female,b2,9
Black,Life,Yes,Life in prison/death,Murder,Male,b1,24
Black,Life,Yes,Life in prison/death,Murder,Male,b1,29
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,28
White,100 years,No,Some prison sentence,Attempted Murder,Male,b1,11
White,Life,Yes,Life in prison/death,Murder,Male,b1,7
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,28
Black,45 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
Black,50 years,No,Some prison sentence,Manslaughter,Male,b1,2
Black,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,10
Black,Life,Yes,Life in prison/death,Murder,Male,b1,6
Black,3 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,15
Black,Death,Yes,Life in prison/death,Murder,Male,b1,43
Black,16 years,No,Some prison sentence,Child Sex Abuse,Male,b2,13
Black,10 years,No,Some prison sentence,Murder,Male,b1,13
Black,10 years,No,Some prison sentence,Assault,Male,b2,3
Black,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,14
Black,Life,Yes,Life in prison/death,Murder,Male,b1,14
Black,25 to life,No,Some prison sentence,Weapon Possession or Sale,Male,NA,4
Black,Life without parole,Yes,Life in prison/death,Sexual Assault,Male,b1,24
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Female,b5,3
Black,3 to 40 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
Black,25 to life,No,Some prison sentence,Murder,Male,b1,8
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,17
Black,9 years,No,Some prison sentence,Assault,Male,b2,4
Black,10 to 20 years,No,Some prison sentence,Manslaughter,Male,b1,3
Black,25 to life,No,Some prison sentence,Murder,Male,b1,24
Black,13 1/2 to 27 years,No,Some prison sentence,Murder,Male,b1,35
Black,Life,Yes,Life in prison/death,Drug Possession or Sale,Male,b5,2
Black,12 years,No,Some prison sentence,Sexual Assault,Male,b1,2
Black,45 years,No,Some prison sentence,Sexual Assault,Male,b1,22
White,Death,Yes,Life in prison/death,Murder,Male,b1,11
White,30 years,No,Some prison sentence,Child Sex Abuse,Male,b2,4
Black,Life without parole,Yes,Life in prison/death,Child Sex Abuse,Male,b2,21
Black,Life,Yes,Life in prison/death,Murder,Male,b1,9
Black,2 Years,No,Some prison sentence,Drug Possession or Sale,Male,b5,10
Black,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,18
Black,3 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,19
White,Death,Yes,Life in prison/death,Murder,Male,b1,17
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,6
Black,10 years,No,Some prison sentence,Robbery,Male,b2,3
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,8
White,life,No,Probation/not sentenced/unknown,Murder,Male,b1,2
Black,2 to 6 years,No,Some prison sentence,Fraud,Male,b6,4
White,3 years,No,Some prison sentence,Sexual Assault,Male,b1,6
Black,12 years and 3 months,No,Some prison sentence,Sexual Assault,Male,b1,2
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,31
Black,Probation,No,Probation/not sentenced/unknown,Forgery,Female,b4,2
Black,Not sentenced,No,Probation/not sentenced/unknown,Robbery,Male,b2,0
